STORECODE|STORENAME|BRAND|ZONE|REGION|DISTRICT|STORETYPE|STORESTATUS|CITY|STATE
JAB_0398|#0398Towne Center at Fayetteville|JAB|JAB_N|JAB_N3|JAB_N306|Brick & Mortar|Open|Fayetteville|NY
JAB_0060|#0060 N. Causeway Blvd|JAB|JAB_S|JAB_S4|JAB_S403|Brick & Mortar|Open|Metairie|LA
JAB_0576|#0576Randolph Park Shopping Center|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|York|PA
JAB_0018|#0018Gayton Crossing|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Richmond|VA
JAB_0044|#0044Centennial Promenade|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|Englewood|CO
JAB_0026|#0026 275 E. Maple Road|JAB|JAB_N|JAB_N1|JAB_N101|Brick & Mortar|Open|Birmingham|MI
JAB_0446|#0446Kingwood Commons|JAB|JAB_S|JAB_S5|JAB_S503|Brick & Mortar|Open|Kingwood|TX
JAB_0573|#0573The Promenade at Centerra|JAB|JAB_W|JAB_W2|JAB_W202|Brick & Mortar|Open|Loveland|CO
JAB_0402|#0402Eastwood Town Center|JAB|JAB_N|JAB_N1|JAB_N104|Brick & Mortar|Open|Lansing|MI
JAB_0973|#0973Huebner Oaks Center|JAB|JAB_S|JAB_S5|JAB_S505|Brick & Mortar|Open|San Antonio|TX
JAB_0517|#0517Creekside Station|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|Winchester|VA
JAB_0681|#0681Shoppes At Wyomissing|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|Reading|PA
JAB_0624|#0624ABQ Uptown|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|Albuquerque|NM
JAB_0056|#0056Hawthorne Plaza|JAB|JAB_W|JAB_W2|JAB_W201|Brick & Mortar|Open|Overland Park|KS
JAB_0027|#0027River Oaks Shopping Center|JAB|JAB_S|JAB_S5|JAB_S503|Brick & Mortar|Open|Houston|TX
JAB_0409|#0409Utica Square|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|Tulsa|OK
JAB_0518|#0518Birkdale Commons|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|Huntersville|NC
JAB_0575|#0575The Shoppes At Westgate|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Richmond|VA
JAB_0074|#0074Brookfield Lakes Retail Center|JAB|JAB_W|JAB_W4|JAB_W406|Brick & Mortar|Open|Brookfield|WI
JAB_0444|#0444Westview Promenade|JAB|JAB_N|JAB_N2|JAB_N201|Brick & Mortar|Open|Frederick|MD
JAB_0343|#0343Danbury Fair Mall|JAB|JAB_N|JAB_N3|JAB_N303|Brick & Mortar|Open|Danbury|CT
JAB_0052|#0052Fashion Mall Commons|JAB|JAB_S|JAB_S3|JAB_S302|Brick & Mortar|Open|Indianapolis|IN
JAB_0452|#0452Alamo Quarry Market|JAB|JAB_S|JAB_S5|JAB_S505|Brick & Mortar|Open|San Antonio|TX
JAB_0634|#0634Center Valley|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|Center Valley|PA
JAB_0489|#0489First & Main Hudson|JAB|JAB_N|JAB_N1|JAB_N103|Brick & Mortar|Open|Hudson|OH
JAB_0440|#0440Shoppes at English Village|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|North Wales|PA
JAB_0669|#0669Milford Marketplace|JAB|JAB_N|JAB_N3|JAB_N303|Brick & Mortar|Open|Milford|CT
JAB_0670|#0670Shoppes at River Ridge|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|Dublin|OH
JAB_0782|#0782 Saratoga Springs|JAB|JAB_N|JAB_N3|JAB_N306|Brick & Mortar|Open|Saratoga Springs|NY
JAB_0317|#0317Baybrook Village Shopping Center|JAB|JAB_S|JAB_S5|JAB_S503|Brick & Mortar|Open|Webster|TX
JAB_0337|#0337Kildeer Village Square|JAB|JAB_W|JAB_W4|JAB_W405|Brick & Mortar|Open|Kildeer|IL
JAB_0938|#0938Crabtree Valley Place|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|Raleigh|NC
JAB_0313|#0313Columbia Crossing|JAB|JAB_N|JAB_N2|JAB_N201|Brick & Mortar|Open|Columbia|MD
JAB_0063|#0063Plaza at Preston Village|JAB|JAB_S|JAB_S5|JAB_S502|Brick & Mortar|Open|Dallas|TX
JAB_0464|#0464 728 S. Washington Street|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|Alexandria|VA
JAB_0825|#0825Virginia Gateway|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|Gainesville|VA
JAB_0686|#0686Mansfield Crossing|JAB|JAB_N|JAB_N3|JAB_N302|Brick & Mortar|Open|Mansfield|MA
JAB_0066|#0066Breton Village Shopping Center|JAB|JAB_N|JAB_N1|JAB_N104|Brick & Mortar|Open|Grand Rapids|MI
JAB_0448|#0448The Avenue|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Marietta|GA
JAB_0077|#0077Stuyvesant Plaza|JAB|JAB_N|JAB_N3|JAB_N306|Brick & Mortar|Open|Albany|NY
JAB_0861|#0861Des Perez Corners|JAB|JAB_S|JAB_S3|JAB_S304|Brick & Mortar|Open|Des Peres|MO
JAB_0761|#0761Town And Country Village|JAB|JAB_S|JAB_S5|JAB_S503|Brick & Mortar|Open|Houston|TX
JAB_0368|#0368University Park Village Shopping Center|JAB|JAB_S|JAB_S5|JAB_S507|Brick & Mortar|Open|Fort Worth|TX
JAB_0059|#0059Garden City Center|JAB|JAB_N|JAB_N3|JAB_N302|Brick & Mortar|Open|Cranston|RI
JAB_0463|#0463Legacy Village|JAB|JAB_N|JAB_N1|JAB_N103|Brick & Mortar|Open|Lyndhurst|OH
JAB_0696|#0696Romeo Commons|JAB|JAB_N|JAB_N1|JAB_N101|Brick & Mortar|Open|Macomb|MI
JAB_0357|#0357Chenal Creek Shopping Center|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|Little Rock|AR
JAB_0102|#0102Glenford Crossing|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|Fayetteville|NC
JAB_0072|#0072Lawrence Farms Market Square|JAB|JAB_N|JAB_N4|JAB_N402|Brick & Mortar|Open|Fishkill|NY
JAB_0950|#0950Providence Town Center|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|Collegeville|PA
JAB_0873|#0873Rice Village|JAB|JAB_S|JAB_S5|JAB_S503|Brick & Mortar|Open|Houston|TX
JAB_0754|#0754Fairview Town Center|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|Fairview|TX
JAB_0942|#0942The Shoppes At Longwood|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|Kennett Square|PA
JAB_0414|#0414Chelsea Square|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|Lancaster|PA
JAB_0817|#0817Deerfield Towne Center|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|Mason|OH
JAB_0451|#0451Ross Park Mall|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|Pittsburgh|PA
JAB_0859|#0859Gaston Mall|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|Gastonia|NC
JAB_0318|#0318Vernon Hills Shopping Center|JAB|JAB_N|JAB_N0|JAB_N014|Brick & Mortar|Open|Scarsdale|NY
JAB_0467|#0467Mayfaire Town Center|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|Wilmington|NC
JAB_0424|#0424Shoppes At Union Hill|JAB|JAB_N|JAB_N4|JAB_N405|Brick & Mortar|Open|Denville|NJ
JAB_0005|#0005Towson Gateway|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|Towson|MD
JAB_0038|#0038The Mall At Green Hills|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|Nashville|TN
JAB_0819|#0819Sea Girt Commons|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|Sea Girt|NJ
JAB_0089|#0089Shops Of Western Plaza|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|Knoxville|TN
JAB_0344|#0344Fashion Plaza Shopping Center|JAB|JAB_W|JAB_W3|JAB_W301|Brick & Mortar|Open|Murray|UT
JAB_0474|#0474Patton Creek|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|Hoover|AL
JAB_0033|#0033Williamsville Place|JAB|JAB_N|JAB_N3|JAB_N301|Brick & Mortar|Open|Williamsville|NY
JAB_0065|#0065Town & Country|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|Kettering|OH
JAB_0828|#0828Sycamore Square|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Midlothian|VA
JAB_0346|#0346Barracks Road Shopping Center|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|Charlottesville|VA
JAB_0356|#0356South Hills|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|Mt Lebanon|PA
JAB_0339|#0339 Westfield|JAB|JAB_N|JAB_N4|JAB_N407|Brick & Mortar|Open|Westfield|NJ
JAB_0076|#0076 Jackson|JAB|JAB_S|JAB_S4|JAB_S405|Brick & Mortar|Open|Jackson|MS
JAB_0450|#0450Glen Town Center|JAB|JAB_W|JAB_W4|JAB_W401|Brick & Mortar|Open|Glenview|IL
JAB_0068|#0068Princeton Market Fair|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|Princeton|NJ
JAB_0881|#0881The Plaza At Rockwall|JAB|JAB_S|JAB_S5|JAB_S502|Brick & Mortar|Open|Rockwall|TX
JAB_0504|#0504Sugar Land Town Square|JAB|JAB_S|JAB_S5|JAB_S506|Brick & Mortar|Open|Sugar Land|TX
JAB_0078|#0078 Zelda Place S/C|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|Montgomery|AL
JAB_0498|#0498Blue Spruce Crossing|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|Bel Air|MD
JAB_0784|#0784Promenade at Brickwalk|JAB|JAB_N|JAB_N4|JAB_N402|Brick & Mortar|Open|Fairfield|CT
JAB_0309|#0309The Forum Shopping Center|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|Roanoke|VA
JAB_0002|#0002 Philadelphia|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|Philadelphia|PA
JAB_0064|#0064Greenville Crossing|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|Greenville|DE
JAB_0393|#0393Geneva Commons|JAB|JAB_W|JAB_W4|JAB_W401|Brick & Mortar|Open|Geneva|IL
JAB_0766|#0766Koppel Building|JAB|JAB_S|JAB_S5|JAB_S501|Brick & Mortar|Open|Austin|TX
JAB_0385|#0385Southlake Town Square|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|Southlake|TX
JAB_0080|#0080Annapolis Harbor Center|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|Annapolis|MD
JAB_0362|#0362Town Square Center|JAB|JAB_S|JAB_S2|JAB_S205|Brick & Mortar|Open|Tampa|FL
JAB_0391|#0391Fair Oaks Mall|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|Fairfax|VA
JAB_0484|#0484Thruway Shopping Center|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|Winston Salem|NC
JAB_0507|#0507Renaissance Center|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|Durham|NC
JAB_0667|#0667Boynton Town Center|JAB|JAB_S|JAB_S2|JAB_S202|Brick & Mortar|Open|Boynton Beach|FL
JAB_0674|#0674 60 Worcester Road|JAB|JAB_N|JAB_N3|JAB_N305|Brick & Mortar|Open|Framingham|MA
JAB_0821|#0821Bridge Street Town Center|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|Huntsville|AL
JAB_0340|#0340Shops at Somerset Square|JAB|JAB_N|JAB_N3|JAB_N303|Brick & Mortar|Open|Glastonbury|CT
JAB_0360|#0360The Court at King Of Prussia|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|King Of Prussia|PA
JAB_0051|#0051Laurel Park Place|JAB|JAB_N|JAB_N1|JAB_N101|Brick & Mortar|Open|Livonia|MI
JAB_0462|#0462Bridgewater Towne Center|JAB|JAB_N|JAB_N4|JAB_N407|Brick & Mortar|Open|Bridgewater|NJ
JAB_0093|#0093 Highland Avenue|JAB|JAB_S|JAB_S4|JAB_S402|Brick & Mortar|Open|Augusta|GA
JAB_0508|#0508Clay Terrace|JAB|JAB_S|JAB_S3|JAB_S302|Brick & Mortar|Open|Carmel|IN
JAB_0794|#0794Market At Preston Ridge|JAB|JAB_S|JAB_S5|JAB_S504|Brick & Mortar|Open|Frisco|TX
JAB_0693|#0693Towne Place at Garden State Park|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|Cherry Hill|NJ
JAB_0109|#0109 N Broadway|JAB|JAB_W|JAB_W1|JAB_W101|Brick & Mortar|Open|Walnut Creek|CA
KNG_0038|#0038Abilene Market|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|Aurora|CO
